Business Name,Business Startdate,City,State,Street Direction,Street Name,Street Number,Street Suffix,Zip,Business Class,Reason for Applying,Latitude,Longitude,Location
SHOGUN JAPANESE STEAKHOUSE OF CHATTANOOGA INC,06/25/2003,CHATTANOOGA,TN,,GUNBARREL,1806,RD,37421,,1 - New Business,35.0242334050001,-85.1582410189999,"(35.0242334050001, -85.1582410189999)"
WHITE WIZARD TATTOO & BODY PIERCING,10/15/2010,CHATTANOOGA,TN,,CHEROKEE,605,BLVD,37405,,1 - New Business,35.0693688540001,-85.3174201049999,"(35.0693688540001, -85.3174201049999)"
HAMPTON HOUSE STUDIOS,08/30/1997,CHATTANOOGA,TN,,BROWNTOWN RD,6044,,37415,,1 - New Business,35.1719113,-85.262946545,"(35.1719113, -85.262946545)"
ENERGIA Y BIENESTA,01/26/2015,CHATTANOOGA,TN,,LEE,5827,HWY,37421,,1 - New Business,35.022412999,-85.198806084,"(35.022412999, -85.198806084)"
PBR DEVELOPMENT LLC,03/01/2007,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
US MONEY SHOPS  OF TN LLC,09/01/2008,CHATTANOOGA,TN,,BRAINERD,5952,RD,37411,,1 - New Business,35.015220357,-85.206414847,"(35.015220357, -85.206414847)"
CROSS MUSIC GROUP INCORPORATED,01/02/1996,CHATTANOOGA,TN,S,GREENWOOD,1100,AVE,37404,,1 - New Business,,,
"SUPAN, ANGELINA A",07/22/2009,CHATTANOOGA,TN,,HIGHWOOD,4204,DR,37415,,1 - New Business,35.1177691130001,-85.2518831899999,"(35.1177691130001, -85.2518831899999)"
MERCURY CAB - ARTHUR JAMES HOWARD,06/13/2015,CHATTANOOGA,TN,,DODSON,1901,AVE,37406,,1 - New Business,,,
ALTRUISTIC ADR SERVICES,07/01/2014,CHATTANOOGA,TN,,WATERHAVEN,2541,DR,37406,,1 - New Business,35.0858603460001,-85.2381897239999,"(35.0858603460001, -85.2381897239999)"
BARRY CONSTRUCTION,01/11/2010,CHATTANOOGA,TN,,SOUTHERWOOD,1755,DR,37421,,1 - New Business,,,
JUST CALL MARY,01/01/2005,CHATTANOOGA,TN,,DELL,3507,TRL,37411,,1 - New Business,35.020337408,-85.253232845,"(35.020337408, -85.253232845)"
DILLARD LAWN & GARDEN,06/01/2011,CHATTANOOGA,TN,,OAK,2403,ST,37404,,1 - New Business,35.033852154,-85.265829251,"(35.033852154, -85.265829251)"
SOS COMPUTERS DBA SIGNAL OFFICE SOLUTIONS,11/01/2008,CHATTANOOGA,TN,,ASHLAND,831,TER,37415,,1 - New Business,35.1167396990001,-85.271754462,"(35.1167396990001, -85.271754462)"
THE BREAD BASKET,02/01/2014,HIXSON,TN,,HIXSON,5023,PIKE,37343,,1 - New Business,35.134486236,-85.2417969319999,"(35.134486236, -85.2417969319999)"
BOOT BARN #136,11/07/2013,CHATTANOOGA,TN,,GUNBARREL,2020,RD,37421,,1 - New Business,35.0300874210001,-85.153150862,"(35.0300874210001, -85.153150862)"
ADORNMENTS,04/22/2006,CHATTANOOGA,TN,,TALLEY,602,RD,37411,,1 - New Business,35.029731353,-85.232962245,"(35.029731353, -85.232962245)"
NCR CORPORATION,10/25/2010,CHATTANOOGA,TN,,LEE,6951,HWY,37421,,1 - New Business,35.0447688020001,-85.1641139399999,"(35.0447688020001, -85.1641139399999)"
FUSED METAL FABRICATORS,05/01/2013,CHATTANOOGA,TN,N,HAWTHORNE,3500,ST,37406,,1 - New Business,,,
"REGIONAL CONSTRUCTION SERVICES, INC",04/15/2013,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
THE INDUSTRIAL FARMHOUSE,01/15/2014,CHATTANOOGA,TN,W,21ST,411,ST,37408,,1 - New Business,,,
HAPPY BAKER LLC,04/01/2009,CHATTANOOGA,TN,,MC CALLIE,324,AVE,37402,,1 - New Business,35.0474122540001,-85.3059577769999,"(35.0474122540001, -85.3059577769999)"
JANI-KING #9,06/01/2006,CHATTANOOGA,TN,,SHEPHERD VIEW,7108,CIR,37421,,1 - New Business,35.05616989,-85.149030161,"(35.05616989, -85.149030161)"
PACE LANDSCAPING SERVICES,05/21/2014,CHATTANOOGA,TN,,WINDING,5934,LN,37343,,1 - New Business,35.1500725760001,-85.245591457,"(35.1500725760001, -85.245591457)"
FOSTER'S PAINTING AND FLOOR COVERINGS,04/13/2015,CHATTANOOGA,TN,,HEATON,1019,DR,37421,,1 - New Business,34.9997760890001,-85.138407042,"(34.9997760890001, -85.138407042)"
CUT CREATORS,06/21/2005,CHATTANOOGA,TN,,DODSON,2016,AVE,37406,,1 - New Business,35.0601934100001,-85.256425312,"(35.0601934100001, -85.256425312)"
LEE NAILS,01/02/2014,HIXSON,TN,,HIXSON,5063,PIKE,37343,,1 - New Business,35.135665397,-85.2407359699999,"(35.135665397, -85.2407359699999)"
BSC,08/30/2012,CHATTANOOGA,TN,,VARIOUS LOCATOINS,9999,,00000,,1 - New Business,,,
"KAYA DESIGN BUILD, LLC",01/01/2014,CHATTANOOGA,TN,,BROAD,2613,ST,37408,,1 - New Business,35.027129249,-85.31720604,"(35.027129249, -85.31720604)"
AFRICAN INSPIRATIONAL GIFTS,10/07/2014,CHATTANOOGA,TN,,SHANNON,615,AVE,37411,,1 - New Business,35.033270159,-85.238178195,"(35.033270159, -85.238178195)"
KANGAROO EXPRESS #3576,10/16/2003,CHATTANOOGA,TN,,SHALLOWFORD,4026,RD,37411-1109,,1 - New Business,35.0430959170001,-85.2191204489999,"(35.0430959170001, -85.2191204489999)"
EVER AFTER BRIDAL & FORMAL WEAR,02/01/2016,CHATTANOOGA,TN,,MARKET,1269,ST,37402,,1 - New Business,35.040026723,-85.308017341,"(35.040026723, -85.308017341)"
WHEELS INC,04/01/1996,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
WHITE TABLE OF CHATTANOOGA,07/02/2007,CHATTANOOGA,TN,,HIXSON,3829,PIKE,37415,,1 - New Business,35.1119293300001,-85.268811371,"(35.1119293300001, -85.268811371)"
AMERICAN EMERGENCY ROAD SERVICE,03/01/2009,CHATTANOOGA,TN,,CITY AT LARGE,9999,,37402,,1 - New Business,,,
"URBEK INTERNATIONAL, INC",08/01/2014,CHATTANOOGA,TN,,MARLIN,5726,RD,37411,,1 - New Business,35.0084555610001,-85.2095325129999,"(35.0084555610001, -85.2095325129999)"
LIBERTY ENTERPRISES,07/02/2012,CHATTANOOGA,TN,,BONNY OAKS,7236,DR,37421,,1 - New Business,35.0615980310001,-85.1390205499999,"(35.0615980310001, -85.1390205499999)"
PORKERS BBQ,01/05/2009,CHATTANOOGA,TN,,MARKET,1251,ST,37402-2791,,1 - New Business,35.0404645410001,-85.308215406,"(35.0404645410001, -85.308215406)"
PIONEER REMODELING,04/01/2010,CHATTANOOGA,TN,,BUCKLEY,1909,ST,37404,,1 - New Business,35.018210213,-85.274267949,"(35.018210213, -85.274267949)"
OOLTEWAH CLEARING & GRINDING,09/01/2009,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
BILL'S BARBER & STYLE,07/01/2012,CHATTANOOGA,TN,E,BRAINERD,6465,RD,37421,,1 - New Business,,,
MOCHA LLC,03/28/2011,CHATTANOOGA,TN,,BRAINERD,3116,RD,37411,,1 - New Business,35.027583554,-85.2551712439999,"(35.027583554, -85.2551712439999)"
ERLANGER STARBUCKS #17997,03/01/2014,CHATTANOOGA,TN,E,3RD,975,ST,37403,,1 - New Business,,,
NORTHSHORE TANNING,07/14/2009,CHATTANOOGA,TN,N,MARKET,21,ST,37405,,1 - New Business,,,
PRO-TECH INDUSTRIAL SALES,07/01/1993,CHATTANOOGA,TN,,LEE,6025,HWY,37421,,1 - New Business,35.0284604080001,-85.1921890099999,"(35.0284604080001, -85.1921890099999)"
REDDICK AUTO BODY INC,09/01/1984,CHATTANOOGA,TN,,TEST,2104,DR,37421,,1 - New Business,35.060129504,-85.189349732,"(35.060129504, -85.189349732)"
DONUT HUT,06/21/2010,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
SHEAR SUCCESS,08/19/2003,HIXSON,TN,,NORCROSS,4105,RD,37343,,1 - New Business,35.1173224670001,-85.260208528,"(35.1173224670001, -85.260208528)"
SHOE DEPT #1238,09/29/2006,CHATTANOOGA,TN,,SIGNAL MOUNTAIN,541,RD,37405,,1 - New Business,35.0962002580001,-85.330722215,"(35.0962002580001, -85.330722215)"
DONALD R PAYNE CO,09/14/2000,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
CAFE BIDA,08/01/2012,HIXSON,TN,,HWY 153,5503,,37343,,1 - New Business,35.1421837130001,-85.2488764129999,"(35.1421837130001, -85.2488764129999)"
FOREVER READY CLEANING SERVICES,08/31/2012,CHATTANOOGA,TN,,SUNBURY,4109,AVE,37411,,1 - New Business,35.010705096,-85.2388480659999,"(35.010705096, -85.2388480659999)"
GR CHALLENGE,05/01/2013,HIXSON,TN,,BRAMBLEWOOD,6207,DR,37343,,1 - New Business,35.159653749,-85.23989116,"(35.159653749, -85.23989116)"
SAM SALCIDO,04/02/2014,CHATTANOOGA,TN,,FAGAN,4420,ST,37410,,1 - New Business,34.9995402050001,-85.310659116,"(34.9995402050001, -85.310659116)"
GEORGE SCHIMPF'S CREATIVE LANDSCAPES,01/01/2015,CHATTANOOGA,TN,,VARIOUS LOCATION,,,37402,,1 - New Business,,,
NOLA FOOD,05/08/2010,CHATTANOOGA,TN,E,BRAINERD,8174,RD,37421,,1 - New Business,,,
RH AVIATION LLC,01/31/2014,CHATTANOOGA,TN,,AZALEA DALE,410,DR,37419,,1 - New Business,35.018633277,-85.394262027,"(35.018633277, -85.394262027)"
BIG AL'S SMOKEHOUSE GRILL,08/17/2011,CHATTANOOGA,TN,,BONNY OAKS,6312,DR,37416,,1 - New Business,35.074075298,-85.1739821149999,"(35.074075298, -85.1739821149999)"
CHATTANOOGA WING COMPANY,09/01/2013,CHATTANOOGA,TN,,MCCALLIE,2109,AVE,37404,,1 - New Business,,,
HERB ADCOX AUTOMOTIVE LLC,01/01/2012,CHATTANOOGA,TN,,LEE,5721,HWY,37421,,1 - New Business,35.0203306820001,-85.203796434,"(35.0203306820001, -85.203796434)"
RIVER CITY BILLING,04/28/2009,CHATTANOOGA,TN,,LEE,7333,HWY,37421,,1 - New Business,,,
KAYCE HUGHES,01/01/2011,CHATTANOOGA,TN,,MARKET,1100,ST,37402,,1 - New Business,35.0436263,-85.309080095,"(35.0436263, -85.309080095)"
PLATEAU LEASING INC,04/01/1997,CHATTANOOGA,TN,,AIRPARK,6220,DR,37421,,1 - New Business,35.0343268240001,-85.184308465,"(35.0343268240001, -85.184308465)"
ENERGY MANAGEMENT COLLABORATIVE LLC,01/01/2011,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
WINDOW CITY INC,09/01/2014,CHATTANOOGA,TN,,VARIOUS LOCATIONS,,DR,37402,,1 - New Business,,,
WOLFORD MANAGEMENT LLC,04/26/2010,CHATTANOOGA,TN,,GEORGIA,412,AVE,37403,,1 - New Business,35.0518467420001,-85.304591801,"(35.0518467420001, -85.304591801)"
KRYSTAL COMPANY #7,,CHATTANOOGA,TN,,BRAINERD,5401,RD,37411,,1 - New Business,35.01059524,-85.221392296,"(35.01059524, -85.221392296)"
YOGURT & MORE,08/12/1988,CHATTANOOGA,TN,,HIXSON,5137,PIKE,37405,,1 - New Business,35.136990014,-85.2378330879999,"(35.136990014, -85.2378330879999)"
ROBINSON REALTY GROUP LLC,10/06/2009,CHATTANOOGA,TN,E,MAIN,601,ST,37408,,1 - New Business,,,
ADELLE'S LLC DBA GRANFALLOON,02/12/2015,CHATTANOOGA,TN,E,MAIN,400,ST,37408,,1 - New Business,,,
NORTH AMERICAN ROOFING SERVICES,04/06/2015,CHATTANOOGA,TN,,VARIOUS LOCATIONS,,,37402,,1 - New Business,,,
MID-SOUTH ROOF SYSTEMS,02/21/2011,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
HUDSON LAWN CARE,04/13/2011,CHATTANOOGA,TN,,RUNYAN,704,DR,37405,,1 - New Business,35.0976023270001,-85.324494677,"(35.0976023270001, -85.324494677)"
BASKIN ROBBINS,05/01/2001,CHATTANOOGA,TN,,HAMILTON PLACE,2100,BLVD,37421,,1 - New Business,35.0345349300001,-85.158710836,"(35.0345349300001, -85.158710836)"
BLUFF VIEW ART DISTRICT - REMBRANDT'S COFFEE HOUSE,08/09/1994,CHATTANOOGA,TN,E,2ND,412,ST,37403,,1 - New Business,,,
PRUETT MACHINE COMPANY INC,12/01/1987,CHATTANOOGA,TN,,STUART,1702,ST,37406,,1 - New Business,,,
ROACH WAYNE & ASSOCIATES,,CHATTANOOGA,TN,,EAST BRAINERD,6249,RD,37421,,1 - New Business,,,
MOM,07/11/2012,CHATTANOOGA,TN,E,MAIN,607,ST,37408,,1 - New Business,,,
"COOPER DRYWALL & PAINTING, INC",04/04/2013,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
ALLEN H EDMONDSON ELECTRICAL CONSTRACTOR INC,04/01/2014,CHATTANOOGA,TN,,VARIOUS LOCATIONS,,,37402,,1 - New Business,,,
SODEXHO MANAGEMENT INC @ SISKIN HOSPITAL FOR PHYSCIAL REHAB,01/01/1991,CHATTANOOGA,TN,,SISKIN PLAZA,1,,37403,,1 - New Business,,,
Y & L MASONRY,04/19/2010,CHATTANOOGA,TN,,VARIOUS LOCATIONS,999,,37402,,1 - New Business,,,
THE WELLNESS CTR PHARAMCY INC,11/17/2006,CHATTANOOGA,TN,,JARNIGAN,7304,RD,37421-3042,,1 - New Business,35.0285263150001,-85.1581627159999,"(35.0285263150001, -85.1581627159999)"
EVENTS WITH TASTE,01/02/2001,CHATTANOOGA,TN,,BLUFF VIEW,10,,37403,,1 - New Business,35.0553015140001,-85.305987997,"(35.0553015140001, -85.305987997)"
DENTON RIDGE,08/01/1990,HIXSON,TN,,ENGLISH OAKS,411,DR,37343,,1 - New Business,35.1628108100001,-85.241599531,"(35.1628108100001, -85.241599531)"
SHINE & CLEAN CAR WASH,07/01/2013,CHATTANOOGA,TN,,SHALLOWFORD,4631,RD,37411,,1 - New Business,35.051688331,-85.2127839779999,"(35.051688331, -85.2127839779999)"
KOMUNITY BREW LLC,11/12/2014,CHATTANOOGA,TN,S,GERMANTOWN,218,RD,37411,,1 - New Business,,,
SASH,12/01/2013,CHATTANOOGA,TN,,RIVER,133,ST,37405,,1 - New Business,35.062117453,-85.308449482,"(35.062117453, -85.308449482)"
FURNITURE CLINIC PARTNERS LLC,09/01/2014,CHATTANOOGA,TN,,ASHLAND,734,TER,37415,,1 - New Business,35.116138667,-85.2755812679999,"(35.116138667, -85.2755812679999)"
OXY GREEN OF CHATTANOOGA,05/11/2011,CHATTANOOGA,TN,,CHURCHILL DOWNS,2669,CIR,37421,,1 - New Business,35.058810479,-85.160686477,"(35.058810479, -85.160686477)"
NORTHGATE RV CENTER INC,08/15/1994,HIXSON,TN,W,BOY SCOUT,687,RD,37343,,1 - New Business,,,
ADAMSON DEVELOPERS LLC,06/09/2008,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
FRENCH QUARTERS THE,05/16/1986,CHATTANOOGA,TN,,PATTEN,31,PKWY,37402,,1 - New Business,35.046125665,-85.306818087,"(35.046125665, -85.306818087)"
1307 LLC,10/04/2013,CHATTANOOGA,TN,,HANOVER,1307,ST,37405,,1 - New Business,35.0683700970001,-85.2887235159999,"(35.0683700970001, -85.2887235159999)"
METROPOLITAN SECURITY INC,11/01/1990,CHATTANOOGA,TN,,MANUFACTURERS,694,RD,37405,,1 - New Business,35.0603471060001,-85.3196644929999,"(35.0603471060001, -85.3196644929999)"
"MILLS, DAVID CONSTRUCTION",10/01/2000,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
RAYCO ELECTRIC,05/04/2003,CHATTANOOGA,TN,,BROWNDELL,3358,DR,37419,,1 - New Business,35.0295993760001,-85.369188488,"(35.0295993760001, -85.369188488)"
HAMILTON INN,04/01/2011,CHATTANOOGA,TN,,ROSSVILLE,2717,BLVD,37404,,1 - New Business,35.0166333540001,-85.29357155,"(35.0166333540001, -85.29357155)"
HOME SERVE USA REPAIR MGT & CORP,11/15/2010,CHATTANOOGA,TN,,PREMIER,1232,DR,37421,,1 - New Business,35.0123886210001,-85.189531498,"(35.0123886210001, -85.189531498)"
PHS CONSTRUCTION,04/10/2012,OOLTEWAH,TN,,OLD LEE,7722,HWY,37363,,1 - New Business,35.0680857850001,-85.1193287739999,"(35.0680857850001, -85.1193287739999)"
AWESOME POOLS & SPA'S,04/17/2008,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
B & B DISCOUNT SALES,07/02/2009,HIXSON,TN,,HWY 153,5425,,37343,,1 - New Business,35.137805051,-85.2476531739999,"(35.137805051, -85.2476531739999)"
TALLER DE MECHANICA VARGAS II,10/21/2009,CHATTANOOGA,TN,,7TH,3501,AVE,37407,,1 - New Business,35.002021084,-85.284579923,"(35.002021084, -85.284579923)"
"SR ENTERPRISE SOUTH, LLC",06/01/2012,CHATTANOOGA,TN,,VOLKSWAGEN,8001,DR,37416,,1 - New Business,35.0800517530001,-85.132668284,"(35.0800517530001, -85.132668284)"
VALLEY MOBILE HOMES INC,11/30/2009,SWEETWATER,TN,S,MAIN,727,ST,37874,,1 - New Business,,,
DISCOUNT LIQUORS,10/01/2013,CHATTANOOGA,TN,,LEE,7703,HWY,37421,,1 - New Business,35.0614061730001,-85.134157192,"(35.0614061730001, -85.134157192)"
"BOISTER, LLC",10/02/2012,HIXSON,TN,,OAK CREST,509,LN,37343,,1 - New Business,35.145473913,-85.2586382539999,"(35.145473913, -85.2586382539999)"
"TWELVE OAKS LANDSCAPE_TN, LLC",06/23/2015,CHATTANOOGA,TN,,VARIOUS LOCTIONS,,,37402,,1 - New Business,,,
SOUTHERN MANAGEMENT,07/01/2005,CHATTANOOGA,TN,,DODDS,2310,AVE,37404,,1 - New Business,35.015074306,-85.2735802559999,"(35.015074306, -85.2735802559999)"
PARK CAFE,02/01/2013,CHATTANOOGA,TN,,PREMIER,1300,DR,37421,,1 - New Business,35.0157084320001,-85.1909747349999,"(35.0157084320001, -85.1909747349999)"
ERLANGER ANNEX,07/01/2011,CHATTANOOGA,TN,E,3RD,975,ST,37403,,1 - New Business,,,
TINY GIANT,09/01/2014,CHATTANOOGA,TN,,BRYNWOOD,912,DR,37415,,1 - New Business,35.1197808040001,-85.266127228,"(35.1197808040001, -85.266127228)"
JUST RIGHT AUTO SALES,08/15/2007,CHATTANOOGA,TN,,SHALLOWFORD,6030,RD,37421,,1 - New Business,35.053216112,-85.1874759839999,"(35.053216112, -85.1874759839999)"
PETCO #1619,06/16/2003,CHATTANOOGA,TN,,GUNBARREL,2115,RD,37421,,1 - New Business,35.0343268840001,-85.154585149,"(35.0343268840001, -85.154585149)"
COUNTRY INN & SUITES HAMILTON,10/24/2014,CHATTANOOGA,TN,,MCCUTCHEON,7051,RD,37421,,1 - New Business,35.0467487560001,-85.154871868,"(35.0467487560001, -85.154871868)"
BROAD ST FAST LUBE & CAR WASH,04/03/1996,CHATTANOOGA,TN,,BROAD,3225,ST,37408,,1 - New Business,35.018062984,-85.322430832,"(35.018062984, -85.322430832)"
JOURNEY'S #1284,10/01/2006,CHATTANOOGA,TN,,HAMILTON PLACE,2100,BLVD,37421,,1 - New Business,35.0345349300001,-85.158710836,"(35.0345349300001, -85.158710836)"
HIGHWAY 58 LIQUORS,11/20/2000,CHATTANOOGA,TN,,HIGHWAY 58,4762,,37416,,1 - New Business,35.0882340740001,-85.1886372709999,"(35.0882340740001, -85.1886372709999)"
GOM PRINTING & SIGNS,04/10/2012,DORAVILLE,GA,,OAKCLIFF,3720,RD,30340,,1 - New Business,,,
THE MARKET 0218,05/07/2014,CHATTANOOGA,TN,,JENKINS,3725,RD,37421,,1 - New Business,35.054978541,-85.1276625739999,"(35.054978541, -85.1276625739999)"
HAMPTON INN & SUITES,10/24/2013,CHATTANOOGA,TN,,HAMILTON PLACE,2014,BLVD,37421,,1 - New Business,35.032893449,-85.163425723,"(35.032893449, -85.163425723)"
RESULTS BUSINESS CONSULTING,01/01/2012,CHATTANOOGA,TN,,THORNTON,412,AVE,37411,,1 - New Business,35.010850432,-85.241212234,"(35.010850432, -85.241212234)"
SECURITY & COMMUNICATIONS CO LLC,07/25/1997,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
JEREMY COY,10/01/2013,CHATTANOOGA,TN,,BEASON,979,DR,37405,,1 - New Business,35.073894599,-85.3255187139999,"(35.073894599, -85.3255187139999)"
BLUE COAST BURRITO,12/04/2006,HIXSON,TN,,HWY 153,5591,,37343,,1 - New Business,35.1485567490001,-85.249290683,"(35.1485567490001, -85.249290683)"
BRENDA'S STYLING BOUTIQUE,12/30/2003,HIXSON,TN,,ARBOR MIST,2514,TRL,37343,,1 - New Business,35.1220428190001,-85.224400294,"(35.1220428190001, -85.224400294)"
ACUITY MERCHANT SERVICES LLC,07/01/2005,CHATTANOOGA,TN,,AIRWAYS,6141,BLVD,37421,,1 - New Business,35.0325574840001,-85.189066478,"(35.0325574840001, -85.189066478)"
MELVIN TREE SERVICE & LANDSCAPING,06/04/2012,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,0000,,1 - New Business,,,
IMMACULATE CLEANING,03/12/2012,CHATTANOOGA,TN,,YOUNGSTOWN,3816,RD,37406,,1 - New Business,35.075534702,-85.217981333,"(35.075534702, -85.217981333)"
EVENTS BY MEGAN NICOLE,01/01/2016,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
SASSY NAILS,02/05/2001,CHATTANOOGA,TN,,HAMILL,1623,RD,37343,,1 - New Business,,,
"WHEELER BAIL AGENCY, INC",07/01/2002,CHATTANOOGA,TN,,HOLLY,2145,ST,37404,,1 - New Business,35.0218578170001,-85.288199553,"(35.0218578170001, -85.288199553)"
RISKY BUSINESS,06/02/2010,CHATTANOOGA,TN,,BOYNTON,1201,DR,37402,,1 - New Business,35.045235786,-85.320224141,"(35.045235786, -85.320224141)"
K-VAUGHN & CO,05/01/2002,CHATTANOOGA,TN,,OLD RINGGOLD,1820,RD,37404,,1 - New Business,35.0163477300001,-85.268418162,"(35.0163477300001, -85.268418162)"
BEAVER SUPPLY COMPANY,02/01/1992,CHATTANOOGA,TN,S,HOLLY,2008,ST,37404,,1 - New Business,,,
DIAMOND NAILS BOUTIQUE,02/04/2013,CHATTANOOGA,TN,,LEE,7000,HWY,37421,,1 - New Business,35.0452444040001,-85.1610630009999,"(35.0452444040001, -85.1610630009999)"
HI-TECH HEALTHCARE INC,11/01/2009,CHATTANOOGA,TN,,HOLTZCLAW,1271,AVE,37404,,1 - New Business,35.054243161,-85.272617335,"(35.054243161, -85.272617335)"
ACE TREE SERVICES,03/01/2013,CHATTANOOGA,TN,,VARIOUS LOCATIONS,999,,37402,,1 - New Business,,,
KING'S CARPENTRY,07/05/2011,CHATTANOOGA,TN,,LIGHTFOOT MILL,2934,RD,37406,,1 - New Business,35.0661095340001,-85.237752514,"(35.0661095340001, -85.237752514)"
BEYOND THE BEAUTY,02/23/2010,HIXSON,TN,,HIXSON,6726,PIKE,37343,,1 - New Business,35.1640354090001,-85.189556156,"(35.1640354090001, -85.189556156)"
HYBRID LISTING.COM,02/01/2011,CHATTANOOGA,TN,,CHESTNUT,633,ST,37450,,1 - New Business,35.048682721,-85.3118364699999,"(35.048682721, -85.3118364699999)"
TOYA'S SALON,03/01/2013,CHATTANOOGA,TN,,HOLLYBERRY,111,LN,37411,,1 - New Business,35.0191933250001,-85.2366193459999,"(35.0191933250001, -85.2366193459999)"
MCKINNLEY ENTERPRISES LLC,11/01/2014,CHATTANOOGA,TN,,BROAD,2109,ST,37408,,1 - New Business,35.0323646140001,-85.314561429,"(35.0323646140001, -85.314561429)"
WAFFLE HOUSE #387,,CHATTANOOGA,TN,E,23RD,2024,ST,37404,,1 - New Business,,,
SUSANNA'S,02/15/2002,CHATTANOOGA,TN,,BARTON,921,AVE,37405,,1 - New Business,35.0675600910001,-85.2882545429999,"(35.0675600910001, -85.2882545429999)"
PARK CITY HOTEL,10/10/1988,CHATTANOOGA,TN,,CANNON,2747,AVE,37404,,1 - New Business,,,
BALES SIGN CONSULTANTS,07/09/2001,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
BESTWAY JANITORIAL SERVICES,07/01/2012,CHATTANOOGA,TN,,TACOA,5228,CIR,37411,,1 - New Business,35.0120603670001,-85.2201206839999,"(35.0120603670001, -85.2201206839999)"
GRONER CARROLL D GEN CONT,04/10/2000,CHATTANOOGA,TN,,JESSE CONNER,6918,RD,37402,,1 - New Business,35.03415964,-85.1686138759999,"(35.03415964, -85.1686138759999)"
JUAN FLORES,02/01/2013,CHATTANOOGA,TN,,RICHMOND,1821,LN,37421,,1 - New Business,35.020946489,-85.1436104909999,"(35.020946489, -85.1436104909999)"
WATT CHEM INC,,CHATTANOOGA,TN,E,34TH,1134,ST,37408-1605,,1 - New Business,,,
FAMILY CONCESSIONS LLC,07/07/2011,CHATTANOOGA,TN,,MCCALLIE,399,AVE,37402,,1 - New Business,35.048045088,-85.305650758,"(35.048045088, -85.305650758)"
MIKE WHITENER COUNSTRUCTION CO,07/10/1987,CHATTANOOGA,TN,,BANKS,3103,RD,37421,,1 - New Business,,,
SOUTHERN COMFORT,01/01/2012,HIXSON,TN,,GREENBROOK,1323,LN,37343,,1 - New Business,35.1598739890001,-85.198728345,"(35.1598739890001, -85.198728345)"
MERCURY CAB/CEDRIC JONES,02/10/2003,CHATTANOOGA,TN,,DODSON,901,AVE,37406,,1 - New Business,35.046098101,-85.263865929,"(35.046098101, -85.263865929)"
"AMOS REFRIGERATION, INC",06/05/2015,CHATTANOOGA,TN,E,BRAINERD,8055,RD,37421,,1 - New Business,,,
RHONDA'S BEAUTY SALON,01/02/1996,CHATTANOOGA,TN,,HWY 58,4773,,37416,,1 - New Business,35.0886439560001,-85.1882670529999,"(35.0886439560001, -85.1882670529999)"
NOOGA AIR,05/07/2010,CHATTANOOGA,TN,,MARKET,100,ST,37405,,1 - New Business,35.0554107030001,-85.309497662,"(35.0554107030001, -85.309497662)"
LENA'S UPSCALE APPAREL AND ACCESSORIES,04/01/2013,CHATTANOOGA,TN,,BORISS,7501,DR,37416,,1 - New Business,35.066393077,-85.168534348,"(35.066393077, -85.168534348)"
FATSO'S BAR-B-QUE & MORE,01/18/2013,CHATTANOOGA,TN,,ENGLISH,4801,AVE,37407,,1 - New Business,34.987461164,-85.28897929,"(34.987461164, -85.28897929)"
ELECTRICAL SYSTEMS COMPANY LLC,10/21/2009,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
REGENERATION PROPERTIES,02/01/2014,CHATTANOOGA,TN,,BRAINERD,4414,RD,37411,,1 - New Business,35.014800886,-85.23320775,"(35.014800886, -85.23320775)"
CHAMPION CLEANERS # 2,07/01/2005,CHATTANOOGA,TN,E,BRAINERD,7955,RD,37421,,1 - New Business,,,
A PLUS RESTORATION SERVICES,12/08/2015,HIXSON,TN,,CRANBROOK,1224,DR,37343,,1 - New Business,35.1237917080001,-85.25199879,"(35.1237917080001, -85.25199879)"
ACE FOOD MARKET,11/06/2003,CHATTANOOGA,TN,E,MAIN,1198,ST,37408-5132,,1 - New Business,,,
